"","Name","Position","index","Squad","Comp","Age","Url","Nation","Starts_Playing","MP_Playing","Min_Playing","Gls","Ast","G_minus_PK","npxG_Expected","xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Sh_Standard","SoT_Standard","G_per_Sh_Standard","G_per_SoT_Standard","npxG_per_Sh_Expected","Att_Total","Cmp_percent_Total","xA","Final_Third","PPA","CrsPA","SCA_SCA","GCA_GCA","TklW_Tackles","Blocks_Blocks","Int","Tkl+Int","Clr","Tkl_Challenges","Tkl_percent_Challenges","Touches_Touches","Att 3rd_Touches","Att_Take","Succ_Take","Succ_percent_Take","Carries_Carries","Final_Third_Carries","CPA_Carries","Fld","Crs","Won_percent_Aerial"
"1044","Joel Ward","Full-Back",677,"Crystal Palace","Premier League",33,"https://fbref.com/en/players/8a7ff278/Joel-Ward","ENG",17,20,1581,0,0,0,0.01,0.01,0.46,3.59,1.76,0.11,0,0,NA,0,46.74,4.27,0.01,2.56,0.17,0.06,0.51,0,1.2,1.31,1.14,2.9,3.36,0.91,4.14,56.7,10.65,0.34,0.23,3.8,22.43,0.57,0,0.4,1.37,3.4
"1045","Joelinton","Attacking Midfield",1807,"Newcastle Utd","Premier League",26,"https://fbref.com/en/players/c17bfb65/Joelinton","BRA",23,25,2053,0.18,0.04,0.18,0.22,0.08,2.02,4.25,5.17,1.71,0.66,0,0.01,0.01,42.13,3.61,0.07,2.89,0.7,0.13,2.72,0.31,1.84,1.89,1.58,4.16,1.53,0.96,2.1,57.21,19.64,3.38,1.67,2.17,29.55,1.58,0.26,1.05,0.66,2.08
"1046","Johan Gastien","Midfield",608,"Clermont Foot","Ligue 1",35,"https://fbref.com/en/players/868eaba0/Johan-Gastien","FRA",21,23,1883,0.14,0.1,0.14,0.04,0.07,0.48,8.27,0.86,0.76,0.38,0.01,0.02,0,75.61,3.97,0.11,7.07,1,0.19,2.53,0.38,1.24,1.24,1.15,3.39,0.96,1.48,1.83,84.65,10.9,0.91,0.33,1.76,64.81,0.96,0,1.24,1.91,2.69
"1047","Johan Mojica","Full-Back",793,"Elche","La Liga",30,"https://fbref.com/en/players/608f2092/Johan-Mojica","COL",3,3,270,0,0,0,0.03,0.1,4.67,3,3.67,1,0,0,NA,0.01,59.33,23.77,0.07,1.67,1.33,0.33,1,0,1,1,1.33,3.33,1.67,0.67,22.23,69.67,23.33,3,1.33,14.8,41.67,3.67,0.67,1,4.67,26.67
"1048","Johan Vásquez","Centre-Back",652,"Cremonese","Serie A",24,"https://fbref.com/en/players/5eaed77a/Johan-Vasquez","MEX",11,16,1079,0,0,0,0.03,0.02,1.17,2.59,0.67,0.5,0,0,NA,0.01,40.04,6.03,0.01,2,0.08,0,1,0,1.08,1.42,1.92,3.59,5,0.92,3.99,52.13,4.25,0.67,0.5,6.26,24.11,0.42,0.08,1.17,0.25,3.13
"1049","Johann Lepenant","Midfield",1456,"Lyon","Ligue 1",20,"https://fbref.com/en/players/1e52971c/Johann-Lepenant","FRA",19,25,1725,0.05,0.1,0.05,0.04,0.05,0.99,5.84,2.09,0.89,0.05,0,0.05,0,60.78,4.66,0.06,5.22,0.26,0.05,1.51,0.21,1.51,1.41,1.2,3.91,0.73,1.57,2.09,72.05,14.56,2.3,0.99,2.25,57.29,1.67,0.1,1.2,0.37,2.45
"1050","John Brooks","Centre-Back",1099,"Hoffenheim","Bundesliga",30,"https://fbref.com/en/players/e27da244/John-Brooks","USA",8,8,720,0,0,0,0.01,0,0.12,3.12,0.12,0.38,0,0,NA,0,52.38,9.6,0.01,1.88,0.12,0,0.38,0.25,0.75,0.62,1,2.12,6,0.88,8.75,62.75,0.75,0.25,0.12,6.25,33.5,0.25,0,1.12,0,9
"1051","John Donald","Midfield",780,"Elche","La Liga",22,"https://fbref.com/en/players/5e95c000/John-Donald","ESP",3,4,237,0,0,0,0,0,0,0.76,0,0,0,NA,NA,NA,19.37,30.53,0,0,0,0,0,0,0.38,1.14,1.9,3.04,1.52,0.76,25.33,27.72,0.76,0,0,NA,15.95,0,0,0.38,0,22.78
"1052","John McGinn","Midfield",139,"Aston Villa","Premier League",28,"https://fbref.com/en/players/90f91999/John-McGinn","SCO",22,26,1973,0.05,0.09,0.05,0.09,0.1,0.87,4.47,2.24,1.37,0.36,0,0.01,0,36.22,3.58,0.11,3.92,0.64,0.18,2.46,0.32,1.32,1.55,0.87,3.24,0.55,1.28,2.45,46.76,12.27,2.05,1.41,3.14,27.19,1.19,0.18,1.73,1.51,2.5
"1053","John Stones","Centre-Back",1569,"Manchester City","Premier League",28,"https://fbref.com/en/players/5eecec3d/John-Stones","ENG",16,17,1414,0,0.13,0,0.04,0.08,1.34,5.35,1.85,0.45,0.06,0,0,0.01,78.35,5.93,0.06,5.54,0.13,0,0.76,0.19,0.64,0.83,0.38,1.53,1.85,0.25,4.25,84.4,11.01,0.51,0.32,3.98,52.7,1.65,0.06,0.45,0.38,4.12
"1054","Jon Karrikaburu","Forward",2026,"Real Sociedad","La Liga",20,"https://fbref.com/en/players/211589b8/Jon-Karrikaburu","ESP",0,6,93,0,0,0,0.29,0.29,1.94,3.87,1.94,4.84,0.97,0,0,0.06,17.42,59.13,0.1,1.94,0.97,0,1.94,0,0,1.94,0,0.97,0,0,NA,36.77,19.35,0,0,NA,21.29,0.97,0.97,3.87,0.97,48.39
"1055","Jon Moncayola","Midfield",1905,"Osasuna","La Liga",24,"https://fbref.com/en/players/9939e168/Jon-Moncayola","ESP",18,28,1806,0,0,0,0.06,0.04,1.25,6.13,1.84,1.59,0.35,0,0,0,51.48,3.98,0.05,6.13,0.7,0.3,2.39,0.2,1.35,1.3,0.55,2.49,1.2,1.1,2.19,60.55,13.65,0.25,0.1,1.99,32.04,1,0.05,0.55,2.19,2.85
"1056","Jon Morcillo","Winger",187,"Athletic Club","La Liga",24,"https://fbref.com/en/players/b7d7f3bf/Jon-Morcillo","ESP",0,10,76,0,1.18,0,0.12,0.36,7.11,2.37,17.76,1.18,0,0,NA,0.18,52.11,86.09,0.24,0,3.55,1.18,4.74,1.18,0,0,1.18,2.37,0,0,0,60.39,35.53,5.92,3.55,71.05,43.82,7.11,1.18,1.18,7.11,59.21
"1057","Jon Pacheco","Centre-Back",2038,"Real Sociedad","La Liga",22,"https://fbref.com/en/players/44150beb/Jon-Pacheco","ESP",9,11,858,0,0,0,0,0,1.15,3.67,0,0.21,0,0,NA,0,69.55,9.55,0.01,3.57,0,0,0.21,0,0.94,0.42,0.63,1.99,2.73,0.42,7,75.63,1.05,0.31,0.21,7,47.94,0.42,0,0.73,0,5.39
"1058","Jonas Hector","Full-Back",1180,"Köln","Bundesliga",32,"https://fbref.com/en/players/c2009df3/Jonas-Hector","GER",25,25,2194,0,0.04,0,0.06,0.11,1.85,4.31,4.43,0.78,0.12,0,0,0,58.45,3.04,0.13,2.75,0.45,0.29,2.38,0.21,1.76,2.13,1.31,4.51,2.17,1.93,2.38,71.58,17.35,1.89,0.9,1.96,35.48,1.44,0.33,2.71,3.69,2.43
"1059","Jonas Hofmann","Winger",1475,"M'Gladbach","Bundesliga",30,"https://fbref.com/en/players/2903a856/Jonas-Hofmann","GER",23,24,2052,0.35,0.35,0.35,0.19,0.41,2.32,3.33,6.62,1.36,0.61,0.01,0.03,0.01,48.82,3.21,0.36,1.89,1.45,0.35,5.26,0.61,0.48,1.23,0.61,1.54,0.7,0.39,1.07,56.97,23.38,1.14,0.44,1.69,31.8,1.62,0.7,1.54,6.62,1.46
"1060","Jonas Martin","Midfield",1376,"Lille","Ligue 1",33,"https://fbref.com/en/players/468fdbad/Jonas-Martin","FRA",1,9,191,0,0,0,0.05,0,1.41,8.01,0.47,0.47,0,0,NA,0.06,88.12,41.09,0.05,8.01,0.47,0,1.41,0,2.83,0.94,2.36,5.65,1.41,2.36,19.65,100.84,10.37,0,0,NA,78.69,2.83,0,1.41,0.94,32.98
"1061","Jonas Omlin","Goalkeeper",1485,"M'Gladbach","Bundesliga",29,"https://fbref.com/en/players/c631f952/Jonas-Omlin","SUI",10,10,840,0,0,0,0,0.01,0,0,0,0,0,NA,NA,NA,56.25,8.73,0,0.32,0,0,0.21,0,0.11,0.11,0,0.11,0.54,0.11,5.36,58.5,0,0,0,NA,34.93,0,0,0.21,0,10.71
"1062","Jonas Wind","Forward",2758,"Wolfsburg","Bundesliga",24,"https://fbref.com/en/players/2077ae86/Jonas-Wind","DEN",8,17,745,0.48,0,0.48,0.27,0.08,0.6,2.54,7.01,2.54,0.72,0.02,0.08,0.01,26.34,8.14,0.14,2.54,0.72,0,2.66,0.48,0.12,0.85,0.12,0.85,0.97,0.24,4.83,38.9,16.43,1.69,0.6,4.31,22.35,1.09,0.12,1.93,0.12,6.89
"1063","Jonathan Bamba","Winger",1363,"Lille","Ligue 1",27,"https://fbref.com/en/players/b2bd0f6c/Jonathan-Bamba","FRA",24,26,2134,0.21,0.21,0.21,0.27,0.21,3.84,5.1,10.97,2.4,0.84,0,0.01,0.01,46.05,3.39,0.21,2.99,1.98,0.34,3.8,0.55,0.55,1.27,0.72,1.9,0.46,0.51,1.54,59.21,28.97,3.25,1.05,1.37,47.02,2.91,0.93,1.86,2.53,1.95
"1064","Jonathan Burkardt","Forward",1501,"Mainz 05","Bundesliga",22,"https://fbref.com/en/players/05f99a4a/Jonathan-Burkardt","GER",7,11,533,0.17,0.34,0.17,0.37,0.19,1.52,2.36,7.77,3.38,1.01,0.01,0.03,0.02,18.41,10.99,0.27,0.51,1.52,0.34,3.38,0.51,0.17,1.01,0.17,0.68,0.17,0.17,4.22,30.39,16.72,3.38,1.86,9.29,21.61,1.18,1.01,1.86,1.86,5.88
"1065","Jonathan Clauss","Full-Back",1603,"Marseille","Ligue 1",30,"https://fbref.com/en/players/5219ab4a/Jonathan-Clauss","FRA",24,26,1938,0.05,0.37,0.05,0.13,0.28,2.65,4.23,7.62,1.58,0.42,0,0.01,0,49.97,3.47,0.25,3.25,1.81,0.79,3.58,0.51,0.98,1.02,1.11,2.69,1.49,0.79,2.08,60.09,24.29,2.32,1.11,2.23,41.19,1.67,0.79,0.46,3.81,1.47
"1066","Jonathan David","Forward",1367,"Lille","Ligue 1",23,"https://fbref.com/en/players/ce50fd99/Jonathan-David","CAN",28,29,2463,0.69,0.15,0.48,0.48,0.18,2.01,2.38,8.4,2.92,1.35,0.01,0.01,0.01,24.63,2.99,0.14,1.53,0.8,0.07,3.43,0.44,0.44,0.66,0.26,0.88,0.48,0.26,1.34,34.82,17.17,2.3,0.88,1.39,27.08,1.17,1.28,1.68,0.15,0.58
"1067","Jonathan Gradit","Centre-Back",1320,"Lens","Ligue 1",30,"https://fbref.com/en/players/06c48679/Jonathan-Gradit","FRA",25,25,2110,0.04,0.13,0.04,0.03,0.05,1.24,7.72,0.3,0.21,0.04,0.01,0.04,0.01,67.22,3.83,0.06,6.95,0.47,0.17,1.49,0.26,0.98,1.07,1.28,2.77,2.39,0.73,2.26,75.33,5.2,0.85,0.43,2.13,59.25,1.79,0.09,1.28,0.43,2.19
"1068","Jonathan Ikone","Winger",905,"Fiorentina","Serie A",24,"https://fbref.com/en/players/42eaa028/Jonathan-Ikone","FRA",19,27,1647,0.11,0.22,0.11,0.14,0.15,3.61,3.11,7.81,2.3,0.33,0,0.02,0,30.82,4.45,0.16,1.09,1.31,0.11,2.84,0.49,0.27,0.82,0.22,0.93,0.16,0.22,2.19,42.57,22.57,4.1,2.02,2.69,29.67,2.08,2.24,1.09,1.04,2.19
"1069","Jonathan Schmid","Full-Back",939,"Freiburg","Bundesliga",32,"https://fbref.com/en/players/088ca1bd/Jonathan-Schmid","FRA",0,1,32,0,0,0,0.84,0.28,2.81,2.81,14.06,2.81,2.81,0,0,0.84,45,228.66,0.28,2.81,5.62,5.62,5.62,0,0,2.81,0,0,0,0,NA,53.44,22.5,2.81,2.81,281.25,14.06,0,2.81,0,8.44,NA
"1070","Jonathan Tah","Centre-Back",1358,"Leverkusen","Bundesliga",27,"https://fbref.com/en/players/bd142efb/Jonathan-Tah","GER",22,26,1944,0.05,0,0.05,0.05,0.02,0.19,1.81,0.19,0.37,0.09,0.01,0.02,0.01,57.82,4.09,0.01,1.85,0.05,0,0.6,0,0.46,1.06,1.44,2.36,4.44,0.51,3,67.27,1.62,0.28,0.19,3.09,35.69,0.19,0,0.14,0.14,2.6
"1071","Jonjo Shelvey","Midfield",1818,"Newcastle Utd","Premier League",31,"https://fbref.com/en/players/3727dd3c/Jonjo-Shelvey","ENG",0,3,37,0,0,0,0,0,0,7.3,0,0,0,NA,NA,NA,63.24,177.81,0,9.73,0,0,0,0,0,2.43,0,2.43,0,0,0,68.11,4.86,0,0,NA,24.32,0,0,0,0,NA
"1072","Jonjoe Kenny","Full-Back",1075,"Hertha BSC","Bundesliga",26,"https://fbref.com/en/players/099e666f/Jonjoe-Kenny","ENG",20,24,1794,0,0.05,0,0.02,0.11,1.25,3.91,2.51,0.3,0.05,0,0,0,50.02,3.66,0.08,3.46,0.45,0.35,1.96,0.15,1.4,1.3,1.81,3.71,2.61,0.95,2.8,60.6,11.79,0.85,0.5,2.95,28.34,1.15,0.2,0.3,2.41,2.71
"1073","Jonny Castro","Full-Back",2762,"Wolves","Premier League",29,"https://fbref.com/en/players/e28868f3/Jonny-Castro","ESP",14,18,1261,0.07,0,0.07,0.02,0.07,1.71,5,3.28,0.64,0.14,0.01,0.04,0,59.38,6.02,0.06,4.28,0.71,0.14,1.71,0.07,1.07,1.86,1,3.43,2,1.28,3.47,71.66,16.2,2.28,1,3.13,35.61,1.28,0.29,1.36,1.28,3.45
"1074","Jonny Evans","Centre-Back",1287,"Leicester City","Premier League",35,"https://fbref.com/en/players/f8fcd2a5/Jonny-Evans","NIR",9,10,811,0,0,0,0.02,0,0.67,3.44,0,0.11,0.11,0,0,0.02,74.91,9.91,0.01,4.44,0.11,0,0.44,0,0.44,0.67,1.78,2.89,3.66,0.67,6.66,84.01,0.89,0,0,NA,50.72,0.44,0,0.44,0,7.16
"1075","Jordan Amavi","Full-Back",979,"Getafe","La Liga",29,"https://fbref.com/en/players/22721b88/Jordan-Amavi","FRA",1,4,193,0,0,0,0,0,1.87,2.33,2.33,0,0,NA,NA,NA,44.77,24.76,0,0.93,0,0,0.93,0.47,0.93,1.4,1.87,3.26,3.26,0.47,15.53,55.03,10.26,0.47,0,0,19.12,1.87,0.47,0.93,2.8,33.9
"1076","Jordan Ayew","Forward",656,"Crystal Palace","Premier League",31,"https://fbref.com/en/players/da052c14/Jordan-Ayew","GHA",23,30,2002,0.13,0.09,0.13,0.1,0.11,2.52,2.07,5.35,0.9,0.4,0.01,0.01,0,28.82,3.39,0.09,1.3,0.4,0.27,2.61,0.18,1.71,1.3,0.58,3.19,1.26,0.81,1.93,44.19,17.49,4.59,1.75,1.72,25.85,1.39,0.85,2.88,1.62,1.66
"1077","Jordan Ferri","Midfield",1690,"Montpellier","Ligue 1",31,"https://fbref.com/en/players/375622c5/Jordan-Ferri","FRA",25,26,2100,0,0.09,0,0.01,0.12,1.29,7.33,1.37,0.43,0.04,0,0,0,67.24,3.64,0.12,5.44,1.11,0.26,2.49,0.21,1.33,0.73,0.86,2.83,0.64,1.07,1.62,75.77,11.44,1.67,0.56,1.43,60.9,1.5,0.09,2.1,1.11,1.79
"1078","Jordan Henderson","Midfield",1399,"Liverpool","Premier League",32,"https://fbref.com/en/players/935e6b8f/Jordan-Henderson","ENG",17,26,1531,0,0.06,0,0.06,0.09,1.47,8.23,2.65,1,0.24,0,0,0,70.48,4.86,0.12,6.88,1.76,0.24,2.7,0.18,0.88,0.94,1,2.29,0.76,0.53,2.65,77.3,18.4,0.59,0.29,2.94,44.62,1.41,0.06,0.35,1.35,3.36
"1079","Jordan Lotomba","Full-Back",1844,"Nice","Ligue 1",24,"https://fbref.com/en/players/fc4cf6a7/Jordan-Lotomba","SUI",21,26,1935,0,0.09,0,0.02,0.04,3.02,3.95,3.49,0.37,0.14,0,0,0,51.58,3.86,0.06,2.79,0.88,0.37,2.05,0.14,1.4,1.49,1.21,3.44,1.91,1.21,3.36,62.7,13.16,2.79,1.49,2.48,41.77,2.19,0.23,1.12,1.77,2.46
"1080","Jordan Pefok","Forward",2581,"Union Berlin","Bundesliga",26,"https://fbref.com/en/players/b684a484/Jordan-Pefok","USA",15,24,1180,0.31,0.31,0.31,0.18,0.13,0.31,1.6,3.58,1.98,0.46,0.01,0.05,0.01,19.07,4,0.08,1.07,0.53,0,1.83,0.31,0.53,1.3,0.31,1.37,0.99,0.15,1.01,31.27,15.33,0.84,0.31,2.78,13.27,0.23,0.08,0.76,0.08,4.16
"1081","Jordan Pickford","Goalkeeper",885,"Everton","Premier League",29,"https://fbref.com/en/players/4806ec67/Jordan-Pickford","ENG",29,29,2610,0,0.03,0,0,0,0,0.03,0,0,0,NA,NA,NA,35.62,2.02,0.01,1.38,0.03,0,0.31,0.03,0,0,0.1,0.1,0.52,0,NA,38.62,0,0,0,NA,20.21,0,0,0.1,0,2.41
"1082","Jordan Veretout","Midfield",1624,"Marseille","Ligue 1",30,"https://fbref.com/en/players/4a56052c/Jordan-Veretout","FRA",23,30,2143,0.13,0.08,0.13,0.11,0.1,1.68,7.64,2.39,0.92,0.29,0.01,0.02,0.01,66.69,3.57,0.12,8.06,0.67,0.25,2.52,0.34,1.09,0.67,1.26,3.19,1.39,0.84,2.1,74.17,14.95,0.63,0.46,3.08,58,1.93,0.17,0.67,2.52,1.76
"1083","Jordan Zemura","Full-Back",458,"Bournemouth","Premier League",23,"https://fbref.com/en/players/e8271ad9/Jordan-Zemura","ZIM",17,19,1454,0,0.06,0,0.02,0.12,2.41,2.79,2.97,0.25,0,0,NA,0.01,36.77,4.41,0.13,1.98,0.74,0.31,2.17,0.12,1.49,1.92,0.99,3.4,1.98,1.42,3.31,50.01,13.74,2.48,1.11,2.79,23.21,1.8,0.62,0.87,1.11,2.41
"1084","Jordi Alba","Full-Back",292,"Barcelona","La Liga",34,"https://fbref.com/en/players/4601e194/Jordi-Alba","ESP",11,18,1105,0.08,0.24,0.08,0.05,0.44,2.61,9.37,9.53,0.81,0.16,0.01,0.04,0,93.42,6.87,0.42,8.47,2.93,1.06,3.83,0.49,1.14,0.73,0.81,2.44,1.55,0.9,3.58,100.1,30.38,0.65,0.33,4.07,60.76,1.95,0.33,0.24,5.78,2.59
"1085","Jordi Masip","Goalkeeper",2635,"Valladolid","La Liga",34,"https://fbref.com/en/players/8fae77ea/Jordi-Masip","ESP",18,18,1607,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,36.24,4.06,0,0.39,0,0,0.11,0.06,0,0,0.06,0.06,0.17,0,NA,38.81,0,0,0,NA,20.39,0,0,0.17,0,5.6
"1086","Jordi Osei-Tutu","Winger",393,"Bochum","Bundesliga",24,"https://fbref.com/en/players/0a16eb36/Jordi-Osei-Tutu","ENG",6,18,652,0,0,0,0.1,0.03,2.9,2.35,5.25,1.66,0.69,0,0,0.01,24.85,9.51,0.04,1.24,0.69,0.28,1.79,0.14,2.07,1.66,1.24,4,0.97,1.24,8.28,41.55,17.12,3.17,1.38,6,22.64,1.38,1.1,2.76,1.93,4.32
"1087","Jorge Cuenca","Centre-Back",2658,"Villarreal","La Liga",23,"https://fbref.com/en/players/0abc51f2/Jorge-Cuenca","ESP",4,7,362,0,0,0,0.05,0.02,1.49,4.97,0,0.5,0,0,NA,0.03,70.11,21.43,0.05,3.73,0.5,0,0.99,0,0.99,1.49,1.24,2.73,6.96,0.25,8.28,82.79,1.49,0,0,NA,51.22,0.25,0,0.25,0.25,17.2
"1088","Jorge Meré","Centre-Back",706,"Cádiz","La Liga",25,"https://fbref.com/en/players/9f979eb2/Jorge-Mere","ESP",1,3,94,0,0,0,0,0,0,0.96,0,0,0,NA,NA,NA,33.51,73.82,0,0,0,0,0,0,1.91,1.91,0,3.83,5.74,2.87,71.81,47.87,2.87,0,0,NA,24.89,0,0,0.96,0,63.86
"1089","Jørgen Strand Larsen","Forward",558,"Celta Vigo","La Liga",23,"https://fbref.com/en/players/f553b2b3/Jorgen-Strand-Larsen","NOR",15,24,1289,0.14,0.28,0.14,0.27,0.13,0.77,0.7,3.77,2.09,0.63,0,0.02,0.01,18.36,4.75,0.07,0.7,0.14,0,1.47,0.42,0.35,0.77,0.14,0.91,1.4,0.35,1.45,31.07,13.06,1.54,0.7,3.18,19.13,0.42,0.42,2.3,0,3.6
"1090","Jorginho","Midfield",100,"Arsenal","Premier League",31,"https://fbref.com/en/players/45db685d/Jorginho","ITA",4,7,386,0,0,0,0.02,0.02,1.63,12.36,1.4,0.7,0,0,NA,0.01,80.67,19.68,0.09,8.86,1.63,0,1.87,0.23,1.17,0.7,0.93,3.03,0.7,0.23,2.33,87.2,18.89,0.93,0.23,5.83,53.86,1.4,0,1.17,0.47,11.66
"1091","Joris Chotard","Midfield",1683,"Montpellier","Ligue 1",21,"https://fbref.com/en/players/7909ffa4/Joris-Chotard","FRA",20,27,1893,0,0.1,0,0.01,0.1,0.33,3.8,1.14,0.48,0.05,0,0,0,40.17,3.73,0.08,3.47,0.67,0.1,1.28,0.19,1.05,1.38,1.57,3.76,1.66,1.33,2.42,49.54,5.75,0.9,0.43,2.25,32.66,0.52,0.05,0.71,0.71,1.7
"1092","Josan","Winger",787,"Elche","La Liga",33,"https://fbref.com/en/players/5b28b2f6/Josan","ESP",3,17,473,0.19,0,0.19,0.06,0.08,2.28,2.09,6.47,0.95,0.57,0.04,0.06,0.01,34.25,13.85,0.04,1.52,0.76,0.19,1.52,0,0.95,0.57,0.38,1.52,1.14,0.57,11.42,43.38,14.84,2.47,1.71,13.17,27.02,1.52,0.76,1.14,4,9.51
"1093","José Fonte","Centre-Back",1370,"Lille","Ligue 1",39,"https://fbref.com/en/players/90f87966/Jose-Fonte","POR",24,25,2052,0.04,0,0.04,0.06,0.02,0.26,2.98,0.35,0.53,0.09,0,0.02,0.01,68.16,3.95,0.03,3.03,0,0,0.57,0.09,0.7,0.96,0.88,1.8,3.68,0.44,2.19,76.01,3.33,0.04,0.04,4.39,57.37,0.53,0,0.18,0.13,2.96
"1094","José Luis Gayà","Full-Back",2604,"Valencia","La Liga",27,"https://fbref.com/en/players/b05e2dbd/Jose-Luis-Gaya","ESP",22,22,1900,0.05,0.09,0.05,0.04,0.23,2.56,4.26,6.73,0.76,0.33,0,0.01,0,62.67,3.51,0.23,3.41,1.42,1.04,3.36,0.28,1.42,1.09,0.76,3.27,1.8,1.42,3.16,71.19,24.96,0.95,0.71,3.55,35.19,2.46,0.19,0.71,8.15,3.06
"1095","José Luis Morales","Forward",2668,"Villarreal","La Liga",35,"https://fbref.com/en/players/4a478107/Jose-Luis-Morales","ESP",9,27,1101,0.57,0,0.57,0.52,0.08,3.11,0.9,6.46,3.19,1.63,0.01,0.03,0.01,18.96,5.6,0.07,0.33,0.57,0.16,2.04,0.33,0.41,0.9,0.16,0.65,0.16,0.33,2.04,29.26,16.43,3.43,1.31,3.11,16.92,1.8,1.88,0.82,0.9,2.84
"1096","José Luis Palomino","Centre-Back",156,"Atalanta","Serie A",33,"https://fbref.com/en/players/921f6058/Jose-Luis-Palomino","ARG",8,11,685,0.13,0,0.13,0.03,0.04,0.39,3.42,0.26,0.53,0.26,0.03,0.07,0.01,63.59,10.94,0.04,3.02,0.53,0.26,1.05,0.13,1.45,1.31,3.28,5.78,2.23,1.05,7.5,73.84,3.94,0.39,0.26,8.76,38.1,0.13,0.13,0.66,0.53,8.63
"1097","José Mari","Midfield",703,"Cádiz","La Liga",35,"https://fbref.com/en/players/6f4c734d/Jose-Mari","ESP",2,14,336,0,0,0,0.03,0.08,1.07,5.09,0.54,0.8,0.27,0,0,0.01,46.07,21.96,0.03,7.5,0.27,0,3.21,0,1.88,0.8,1.34,5.09,2.14,2.14,15.29,59.73,6.96,1.61,0.8,13.39,29.46,0.27,0,1.88,0.27,11.17
"1098","José María Giménez","Centre-Back",215,"Atlético Madrid","La Liga",28,"https://fbref.com/en/players/f0da930c/Jose-Maria-Gimenez","URU",17,19,1613,0.06,0,0.06,0.09,0.01,0.33,2.23,0.17,1,0.28,0,0.01,0.01,49.94,4.9,0.01,2.4,0,0,0.73,0.11,0.89,1.39,1.06,2.51,5.24,0.84,3.98,61.26,2.23,0.22,0.17,4.18,32.36,0.22,0,0.33,0,3.91
"1099","José Pozo","Attacking Midfield",1985,"Rayo Vallecano","La Liga",27,"https://fbref.com/en/players/fc8b614b/Jose-Pozo","ESP",1,7,84,0,0,0,0,0.11,4.29,6.43,7.5,1.07,0,0,NA,0.04,43.93,81,0.21,4.29,2.14,0,6.43,1.07,2.14,0,1.07,3.21,1.07,0,NA,66.43,33.21,5.36,1.07,21.43,47.14,2.14,1.07,3.21,3.21,53.57
"1100","José Sá","Goalkeeper",2785,"Wolves","Premier League",30,"https://fbref.com/en/players/903b6e8b/Jose-Sa","POR",30,30,2700,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,33.77,2.41,0,0.33,0,0,0,0,0,0,0,0.03,0.3,0.03,3.33,35.83,0,0.07,0.07,3.33,20.53,0,0,0.17,0,2.86
"1101","Joseba Zaldúa","Full-Back",715,"Cádiz","La Liga",30,"https://fbref.com/en/players/5ca20b7a/Joseba-Zaldua","ESP",7,10,639,0,0.14,0,0,0,1.83,1.83,2.82,0.14,0,0,NA,0,39.01,9.66,0.03,1.55,0.28,0.28,0.99,0.14,1.13,0.56,1.55,3.66,3.1,0.99,9.86,50.14,12.68,1.41,0.42,4.23,18.87,1.83,0.28,0.56,1.69,8.63
"1102","Joselu","Forward",847,"Espanyol","La Liga",33,"https://fbref.com/en/players/6265208f/Joselu","ESP",24,25,2180,0.5,0.08,0.37,0.27,0.09,0.7,2.15,4.09,2.31,0.83,0.01,0.02,0,23.37,2.51,0.07,1.4,0.33,0.04,2.06,0.25,0.12,0.83,0.25,0.45,1.44,0.04,0.41,33.77,15.44,1.03,0.54,2.15,15.56,0.5,0.41,2.31,0.45,2.63
"1103","Joseph Aidoo","Centre-Back",539,"Celta Vigo","La Liga",27,"https://fbref.com/en/players/18abe173/Joseph-Aidoo","GHA",28,28,2503,0.07,0,0.07,0.03,0,0.5,2.66,0.07,0.4,0.07,0.01,0.04,0,49.69,3.08,0.01,2.48,0.14,0,0.32,0,1.08,0.83,0.86,2.45,4.49,0.54,2.34,58.9,1.19,0.29,0.18,2.25,37.29,0.18,0,0.36,0,1.82
"1104","Josh Dasilva","Midfield",464,"Brentford","Premier League",24,"https://fbref.com/en/players/60344e4f/Josh-Dasilva","ENG",13,29,1241,0.22,0.15,0.22,0.07,0.1,3.7,3.99,3.55,1.02,0.36,0.02,0.04,0.01,38.87,5.82,0.11,2.18,1.67,0.36,2.76,0.36,0.65,1.45,0.29,1.52,0.51,0.36,2.59,48.81,18.13,3.41,1.89,4.01,34.01,2.54,0.44,1.45,2.1,3.63
"1105","Josh Onomah","Midfield",960,"Fulham","Premier League",25,"https://fbref.com/en/players/6612cd8c/Josh-Onomah","ENG",0,2,15,0,0,0,0,0,6,0,0,0,0,NA,NA,NA,36,400.2,0,0,0,0,0,0,0,6,0,6,0,0,NA,66,24,6,0,0,30,0,0,0,0,600
"1106","Josha Vagnoman","Full-Back",2420,"Stuttgart","Bundesliga",22,"https://fbref.com/en/players/fb377d11/Josha-Vagnoman","GER",9,16,870,0.1,0,0.1,0.17,0.04,1.97,2.17,5.17,1.45,0.31,0.01,0.03,0.01,32.79,7.7,0.05,1.66,0.41,0.21,1.34,0,0.72,1.34,0.62,1.97,2.28,0.72,6.58,44.79,16.76,1.86,1.14,6.32,21.62,1.66,0.41,0.41,1.76,6.28
