"","Season_End_Year","Squad","Comp","Team_or_Opponent","Num_Players","Age","Poss","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","PrgC_Progression","PrgP_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","Url"
"88",2018,"Tottenham","Premier League","team",25,25.8,61.8,38,418,3420,38,70,51,121,68,2,3,NA,NA,862,2249,1.84,1.34,3.18,1.79,3.13,64.7,62.3,49,111.3,1.7,1.29,2.99,1.64,2.93,"https://fbref.com/en/squads/361ca564/2017-2018/Tottenham-Hotspur-Stats"
"89",2018,"Toulouse","Ligue 1","team",25,23.9,45.7,38,418,3420,38,35,24,59,27,8,11,92,3,667,1473,0.92,0.63,1.55,0.71,1.34,45.5,37,29.1,66.1,1.2,0.77,1.96,0.97,1.74,"https://fbref.com/en/squads/3f8c4b5f/2017-2018/Toulouse-Stats"
"90",2018,"Troyes","Ligue 1","team",25,26.7,42.6,38,418,3420,38,30,21,51,28,2,3,76,7,564,1333,0.79,0.55,1.34,0.74,1.29,38,35.7,26.5,62.2,1,0.7,1.7,0.94,1.64,"https://fbref.com/en/squads/54195385/2017-2018/Troyes-Stats"
"91",2018,"Udinese","Serie A","team",27,26.5,44.7,38,418,3420,38,45,27,72,38,7,7,NA,NA,605,1364,1.18,0.71,1.89,1,1.71,43.2,37.7,29.4,67.1,1.14,0.77,1.91,0.99,1.77,"https://fbref.com/en/squads/04eea015/2017-2018/Udinese-Stats"
"92",2018,"Valencia","La Liga","team",25,24.8,48.6,38,418,3420,38,63,45,108,55,8,8,103,5,739,1563,1.66,1.18,2.84,1.45,2.63,56,49.8,39.9,89.7,1.47,1.05,2.52,1.31,2.36,"https://fbref.com/en/squads/dcc91a7b/2017-2018/Valencia-Stats"
"93",2018,"Villarreal","La Liga","team",32,26.6,50.4,38,418,3420,38,56,45,101,52,4,5,113,6,719,1453,1.47,1.18,2.66,1.37,2.55,53.3,49.3,42,91.3,1.4,1.11,2.51,1.3,2.4,"https://fbref.com/en/squads/2a8183b3/2017-2018/Villarreal-Stats"
"94",2018,"Watford","Premier League","team",29,27.9,49.7,38,418,3420,38,42,27,69,39,3,6,NA,NA,647,1455,1.11,0.71,1.82,1.03,1.74,45,40.2,29.2,69.4,1.19,0.77,1.95,1.06,1.83,"https://fbref.com/en/squads/2abfe087/2017-2018/Watford-Stats"
"95",2018,"Werder Bremen","Bundesliga","team",25,26.3,47.4,34,374,3060,34,34,27,61,34,0,0,NA,NA,572,1473,1,0.79,1.79,1,1.79,38.9,38.9,31.6,70.5,1.14,0.93,2.07,1.14,2.07,"https://fbref.com/en/squads/62add3bf/2017-2018/Werder-Bremen-Stats"
"96",2018,"West Brom","Premier League","team",24,29.1,40.7,38,418,3420,38,31,24,55,30,1,1,NA,NA,507,1106,0.82,0.63,1.45,0.79,1.42,36.5,35.7,25.9,61.6,0.96,0.68,1.64,0.94,1.62,"https://fbref.com/en/squads/60c6b05f/2017-2018/West-Bromwich-Albion-Stats"
"97",2018,"West Ham","Premier League","team",27,28,45.2,38,418,3420,38,48,29,77,46,2,4,NA,NA,523,1179,1.26,0.76,2.03,1.21,1.97,36.7,33.6,24.9,58.4,0.97,0.65,1.62,0.88,1.54,"https://fbref.com/en/squads/7c21e445/2017-2018/West-Ham-United-Stats"
"98",2018,"Wolfsburg","Bundesliga","team",29,25.1,49.3,34,374,3060,34,36,26,62,35,1,6,NA,NA,502,1304,1.06,0.76,1.82,1.03,1.79,34.2,29.7,21.5,51.2,1.01,0.63,1.64,0.87,1.51,"https://fbref.com/en/squads/4eaa11d7/2017-2018/Wolfsburg-Stats"
"99",2019,"Alavés","La Liga","team",26,26.7,42.7,38,418,3420,38,39,27,66,37,2,3,101,1,511,1113,1.03,0.71,1.74,0.97,1.68,41.1,38.8,29,67.8,1.08,0.76,1.85,1.02,1.79,"https://fbref.com/en/squads/8d6fd021/2018-2019/Alaves-Stats"
"100",2019,"Amiens","Ligue 1","team",26,26.5,46.5,38,418,3420,38,30,22,52,28,2,3,59,6,518,1274,0.79,0.58,1.37,0.74,1.32,35.4,33,23.4,56.4,0.93,0.62,1.55,0.87,1.48,"https://fbref.com/en/squads/25622401/2018-2019/Amiens-Stats"
"101",2019,"Angers","Ligue 1","team",24,28,43.3,38,418,3420,38,42,27,69,37,5,10,49,4,700,1320,1.11,0.71,1.82,0.97,1.68,50.7,42.8,33.5,76.4,1.33,0.88,2.22,1.13,2.01,"https://fbref.com/en/squads/69236f98/2018-2019/Angers-Stats"
"102",2019,"Arsenal","Premier League","team",28,26.7,58.1,38,418,3420,38,69,52,121,65,4,5,73,2,868,1874,1.82,1.37,3.18,1.71,3.08,60.1,56,46.7,102.7,1.58,1.23,2.81,1.47,2.7,"https://fbref.com/en/squads/18bb7c10/2018-2019/Arsenal-Stats"
"103",2019,"Atalanta","Serie A","team",27,26.5,57.3,38,418,3420,38,75,60,135,73,2,4,62,3,1104,1939,1.97,1.58,3.55,1.92,3.5,72.2,69,55.8,124.8,1.9,1.47,3.37,1.82,3.28,"https://fbref.com/en/squads/922493f3/2018-2019/Atalanta-Stats"
"104",2019,"Athletic Club","La Liga","team",27,27.6,50,38,418,3420,38,39,26,65,34,5,7,118,4,626,1452,1.03,0.68,1.71,0.89,1.58,43.4,37.8,30.7,68.5,1.14,0.81,1.95,0.99,1.8,"https://fbref.com/en/squads/2b390eca/2018-2019/Athletic-Club-Stats"
"105",2019,"Atlético Madrid","La Liga","team",29,26.4,49.2,38,418,3420,38,53,36,89,50,3,4,100,5,677,1386,1.39,0.95,2.34,1.32,2.26,47.3,44.1,35.3,79.5,1.24,0.93,2.17,1.16,2.09,"https://fbref.com/en/squads/db3b9613/2018-2019/Atletico-Madrid-Stats"
"106",2019,"Augsburg","Bundesliga","team",30,26.5,46.4,34,374,3060,34,50,33,83,45,5,5,55,1,515,1158,1.47,0.97,2.44,1.32,2.29,45.3,41.8,32,73.9,1.33,0.94,2.28,1.23,2.17,"https://fbref.com/en/squads/0cdc4311/2018-2019/Augsburg-Stats"
"107",2019,"Barcelona","La Liga","team",30,27.7,64.4,38,418,3420,38,88,61,149,80,8,9,76,2,851,2110,2.32,1.61,3.92,2.11,3.71,75.8,68.7,55.8,124.6,1.99,1.47,3.46,1.81,3.28,"https://fbref.com/en/squads/206d90db/2018-2019/Barcelona-Stats"
"108",2019,"Bayern Munich","Bundesliga","team",24,27.4,65.7,34,374,3060,34,86,62,148,83,3,4,42,2,960,2192,2.53,1.82,4.35,2.44,4.26,85.6,82.4,66.1,148.5,2.52,1.94,4.46,2.42,4.37,"https://fbref.com/en/squads/054efa67/2018-2019/Bayern-Munich-Stats"
"109",2019,"Betis","La Liga","team",25,26.7,61.8,38,418,3420,38,43,30,73,38,5,7,89,1,887,1631,1.13,0.79,1.92,1,1.79,47.1,41.5,32.9,74.4,1.24,0.87,2.1,1.09,1.96,"https://fbref.com/en/squads/fc536746/2018-2019/Real-Betis-Stats"
"110",2019,"Bologna","Serie A","team",29,27,44.9,38,418,3420,38,45,35,80,40,5,5,91,6,675,1328,1.18,0.92,2.11,1.05,1.97,46.8,42.9,30.8,73.7,1.23,0.81,2.04,1.13,1.94,"https://fbref.com/en/squads/1d8099f8/2018-2019/Bologna-Stats"
"111",2019,"Bordeaux","Ligue 1","team",33,25.3,50.1,38,418,3420,38,34,26,60,29,5,6,74,5,742,1374,0.89,0.68,1.58,0.76,1.45,39.7,35,29.5,64.5,1.05,0.78,1.82,0.92,1.7,"https://fbref.com/en/squads/123f3efe/2018-2019/Bordeaux-Stats"
"112",2019,"Bournemouth","Premier League","team",28,26.6,46.9,38,418,3420,38,55,43,98,48,7,9,60,1,738,1435,1.45,1.13,2.58,1.26,2.39,53.3,46.2,38.8,85,1.4,1.02,2.42,1.22,2.24,"https://fbref.com/en/squads/4ba7cbea/2018-2019/Bournemouth-Stats"
"113",2019,"Brighton","Premier League","team",21,27.4,42.4,38,418,3420,38,35,24,59,30,5,6,61,4,475,1150,0.92,0.63,1.55,0.79,1.42,35.3,30.7,24.5,55.2,0.93,0.64,1.57,0.81,1.45,"https://fbref.com/en/squads/d07537b9/2018-2019/Brighton-and-Hove-Albion-Stats"
"114",2019,"Burnley","Premier League","team",23,28,41.2,38,418,3420,38,43,32,75,41,2,2,75,1,421,1032,1.13,0.84,1.97,1.08,1.92,44.4,42.8,31.2,74,1.17,0.82,1.99,1.13,1.95,"https://fbref.com/en/squads/943e8050/2018-2019/Burnley-Stats"
"115",2019,"Caen","Ligue 1","team",26,25.8,44,38,418,3420,38,29,17,46,25,4,4,79,6,500,1019,0.76,0.45,1.21,0.66,1.11,31,27.9,20.6,48.5,0.82,0.54,1.36,0.73,1.28,"https://fbref.com/en/squads/74229020/2018-2019/Caen-Stats"
"116",2019,"Cagliari","Serie A","team",30,27.9,49.8,38,418,3420,38,35,27,62,33,2,3,94,9,555,1288,0.92,0.71,1.63,0.87,1.58,42.1,39.7,30.7,70.4,1.11,0.81,1.91,1.05,1.85,"https://fbref.com/en/squads/c4260e09/2018-2019/Cagliari-Stats"
"117",2019,"Cardiff City","Premier League","team",25,27.7,35.4,38,418,3420,38,33,20,53,30,3,4,66,1,434,918,0.87,0.53,1.39,0.79,1.32,42.4,39.2,27.6,66.8,1.11,0.73,1.84,1.03,1.76,"https://fbref.com/en/squads/75fae011/2018-2019/Cardiff-City-Stats"
"118",2019,"Celta Vigo","La Liga","team",28,25.5,51.6,38,418,3420,38,52,37,89,45,7,7,79,6,673,1288,1.37,0.97,2.34,1.18,2.16,46.5,41.2,33.6,74.8,1.22,0.88,2.11,1.08,1.97,"https://fbref.com/en/squads/f25da7fb/2018-2019/Celta-Vigo-Stats"
"119",2019,"Chelsea","Premier League","team",24,27.3,62.9,38,418,3420,38,61,52,113,56,5,5,49,0,1058,2155,1.61,1.37,2.97,1.47,2.84,58.6,54.6,44.9,99.6,1.54,1.18,2.72,1.44,2.62,"https://fbref.com/en/squads/cff3d9bb/2018-2019/Chelsea-Stats"
"120",2019,"Chievo","Serie A","team",36,28.3,43.3,38,418,3420,38,25,17,42,21,4,6,110,7,500,1229,0.66,0.45,1.11,0.55,1,36,31.7,25.6,57.3,0.95,0.67,1.62,0.83,1.51,"https://fbref.com/en/squads/cc919b35/2018-2019/Chievo-Stats"
"121",2019,"Crystal Palace","Premier League","team",26,27.4,45.2,38,418,3420,38,48,33,81,38,10,11,58,2,771,1458,1.26,0.87,2.13,1,1.87,47.6,39.2,29.5,68.7,1.25,0.78,2.03,1.03,1.81,"https://fbref.com/en/squads/47c64c55/2018-2019/Crystal-Palace-Stats"
"122",2019,"Dijon","Ligue 1","team",26,27.1,47.9,38,418,3420,38,29,21,50,26,3,4,75,7,677,1334,0.76,0.55,1.32,0.68,1.24,39.8,36.6,28.1,64.8,1.05,0.74,1.79,0.96,1.7,"https://fbref.com/en/squads/8dfb7350/2018-2019/Dijon-Stats"
"123",2019,"Dortmund","Bundesliga","team",23,24.8,58.1,34,374,3060,34,80,60,140,76,4,4,40,3,784,1637,2.35,1.76,4.12,2.24,4,61.5,58.4,46,104.4,1.81,1.35,3.16,1.72,3.07,"https://fbref.com/en/squads/add600ae/2018-2019/Dortmund-Stats"
"124",2019,"Düsseldorf","Bundesliga","team",24,26.9,43.2,34,374,3060,34,48,35,83,43,5,7,67,1,553,1202,1.41,1.03,2.44,1.26,2.29,47.1,41.6,32.2,73.8,1.39,0.95,2.33,1.22,2.17,"https://fbref.com/en/squads/b1278397/2018-2019/Dusseldorf-Stats"
"125",2019,"Eibar","La Liga","team",25,28.5,54,38,418,3420,38,46,26,72,39,7,8,81,2,565,1619,1.21,0.68,1.89,1.03,1.71,54.8,48.6,36.7,85.3,1.44,0.96,2.41,1.28,2.24,"https://fbref.com/en/squads/bea5c710/2018-2019/Eibar-Stats"
"126",2019,"Eint Frankfurt","Bundesliga","team",30,26.4,47.2,34,374,3060,34,60,42,102,56,4,4,58,3,625,1247,1.76,1.24,3,1.65,2.88,57.2,54.4,42.9,97.3,1.68,1.26,2.95,1.6,2.86,"https://fbref.com/en/squads/f0ac8ee6/2018-2019/Eintracht-Frankfurt-Stats"
"127",2019,"Empoli","Serie A","team",29,26.4,47.9,38,418,3420,38,48,36,84,44,4,7,73,3,801,1567,1.26,0.95,2.21,1.16,2.11,52.4,46.8,37.5,84.3,1.38,0.99,2.36,1.23,2.22,"https://fbref.com/en/squads/a3d88bd8/2018-2019/Empoli-Stats"
"128",2019,"Espanyol","La Liga","team",25,27.7,49.4,38,418,3420,38,43,26,69,39,4,4,90,2,642,1495,1.13,0.68,1.82,1.03,1.71,48.9,45.8,33.8,79.6,1.29,0.89,2.18,1.21,2.1,"https://fbref.com/en/squads/a8661628/2018-2019/Espanyol-Stats"
"129",2019,"Everton","Premier League","team",23,25.7,51.5,38,418,3420,38,53,34,87,51,2,5,56,4,697,1581,1.39,0.89,2.29,1.34,2.24,49.7,45.7,33.7,79.4,1.31,0.89,2.19,1.2,2.09,"https://fbref.com/en/squads/d3fd31cc/2018-2019/Everton-Stats"
"130",2019,"Fiorentina","Serie A","team",27,24.1,50.4,38,418,3420,38,45,24,69,40,5,6,89,5,801,1544,1.18,0.63,1.82,1.05,1.68,54,49.2,35.8,85,1.42,0.94,2.36,1.3,2.24,"https://fbref.com/en/squads/421387cf/2018-2019/Fiorentina-Stats"
"131",2019,"Freiburg","Bundesliga","team",28,25.8,44,34,374,3060,34,44,25,69,39,5,6,54,3,507,1064,1.29,0.74,2.03,1.15,1.88,40.9,36.2,26.5,62.6,1.2,0.78,1.98,1.06,1.84,"https://fbref.com/en/squads/a486e511/2018-2019/Freiburg-Stats"
"132",2019,"Frosinone","Serie A","team",33,26.4,41.5,38,418,3420,38,28,21,49,24,4,5,99,2,520,1220,0.74,0.55,1.29,0.63,1.18,38.9,35.1,27.1,62.2,1.02,0.71,1.74,0.92,1.64,"https://fbref.com/en/squads/6a7ad59d/2018-2019/Frosinone-Stats"
"133",2019,"Fulham","Premier League","team",28,26,48.8,38,418,3420,38,33,24,57,31,2,3,70,2,628,1487,0.87,0.63,1.5,0.82,1.45,41.3,39,30,69,1.09,0.79,1.88,1.03,1.82,"https://fbref.com/en/squads/fd962109/2018-2019/Fulham-Stats"
"134",2019,"Genoa","Serie A","team",31,26,43.4,38,418,3420,38,37,26,63,33,4,5,95,7,690,1274,0.97,0.68,1.66,0.87,1.55,46.9,43,32.5,75.5,1.24,0.86,2.09,1.13,1.99,"https://fbref.com/en/squads/658bf2de/2018-2019/Genoa-Stats"
"135",2019,"Getafe","La Liga","team",26,27.5,40.7,38,418,3420,38,47,34,81,41,6,6,107,7,448,1131,1.24,0.89,2.13,1.08,1.97,46.2,41.6,32.9,74.4,1.22,0.87,2.08,1.09,1.96,"https://fbref.com/en/squads/7848bd64/2018-2019/Getafe-Stats"
"136",2019,"Girona","La Liga","team",26,26.6,48,38,418,3420,38,37,23,60,31,6,6,81,4,634,1316,0.97,0.61,1.58,0.82,1.42,43.5,39.3,29.3,68.6,1.14,0.77,1.91,1.04,1.81,"https://fbref.com/en/squads/9024a00a/2018-2019/Girona-Stats"
"137",2019,"Guingamp","Ligue 1","team",30,26,44.1,38,418,3420,38,28,21,49,23,5,6,58,5,645,1398,0.74,0.55,1.29,0.61,1.16,40.4,35.7,28.8,64.5,1.06,0.76,1.82,0.94,1.7,"https://fbref.com/en/squads/d41b5f53/2018-2019/Guingamp-Stats"
"138",2019,"Hannover 96","Bundesliga","team",32,26.3,46.3,34,374,3060,34,30,20,50,27,3,3,61,4,572,1105,0.88,0.59,1.47,0.79,1.38,37.2,34.9,27.2,62,1.1,0.8,1.89,1.03,1.82,"https://fbref.com/en/squads/60b5e41f/2018-2019/Hannover-96-Stats"
"139",2019,"Hertha BSC","Bundesliga","team",26,25.9,47.9,34,374,3060,34,49,32,81,45,4,4,64,5,562,1241,1.44,0.94,2.38,1.32,2.26,51,48,36.8,84.8,1.5,1.08,2.58,1.41,2.49,"https://fbref.com/en/squads/2818f8bc/2018-2019/Hertha-BSC-Stats"
"140",2019,"Hoffenheim","Bundesliga","team",29,25.5,53.8,34,374,3060,34,69,49,118,63,6,7,67,2,950,1589,2.03,1.44,3.47,1.85,3.29,75.9,70.6,56.8,127.3,2.23,1.67,3.9,2.08,3.74,"https://fbref.com/en/squads/033ea6b8/2018-2019/Hoffenheim-Stats"
"141",2019,"Huddersfield","Premier League","team",31,26.2,47.2,38,418,3420,38,21,13,34,20,1,1,56,4,601,1248,0.55,0.34,0.89,0.53,0.87,28.8,28,19.9,47.9,0.76,0.52,1.28,0.74,1.26,"https://fbref.com/en/squads/f5922ca5/2018-2019/Huddersfield-Town-Stats"
"142",2019,"Huesca","La Liga","team",30,26.7,44.5,38,418,3420,38,43,28,71,37,6,7,113,3,653,1209,1.13,0.74,1.87,0.97,1.71,50.8,45.4,34.6,80,1.34,0.91,2.25,1.19,2.1,"https://fbref.com/en/squads/c6c493e6/2018-2019/Huesca-Stats"
"143",2019,"Inter","Serie A","team",23,27.7,59.4,38,418,3420,38,57,36,93,49,8,9,73,3,954,1917,1.5,0.95,2.45,1.29,2.24,63.8,56.8,45.4,102.3,1.68,1.2,2.88,1.5,2.69,"https://fbref.com/en/squads/d609edc0/2018-2019/Internazionale-Stats"
"144",2019,"Juventus","Serie A","team",31,28,55.9,38,418,3420,38,66,44,110,59,7,8,76,4,926,1853,1.74,1.16,2.89,1.55,2.71,60.7,54.5,42.5,97.1,1.6,1.12,2.72,1.44,2.55,"https://fbref.com/en/squads/e0652b02/2018-2019/Juventus-Stats"
"145",2019,"Lazio","Serie A","team",30,27.9,50.8,38,418,3420,38,54,35,89,48,6,6,89,4,912,1737,1.42,0.92,2.34,1.26,2.18,60.4,55.8,44.4,100.2,1.59,1.17,2.76,1.47,2.64,"https://fbref.com/en/squads/7213da33/2018-2019/Lazio-Stats"
"146",2019,"Leganés","La Liga","team",29,26.6,43.1,38,418,3420,38,36,25,61,33,3,5,104,4,447,1153,0.95,0.66,1.61,0.87,1.53,40.6,36.8,28.1,64.9,1.07,0.74,1.81,0.97,1.71,"https://fbref.com/en/squads/7c6f2c78/2018-2019/Leganes-Stats"
"147",2019,"Leicester City","Premier League","team",25,25.9,50.9,38,418,3420,38,48,34,82,43,5,7,60,5,752,1537,1.26,0.89,2.16,1.13,2.03,52.4,47.3,37.6,84.9,1.38,0.99,2.37,1.24,2.23,"https://fbref.com/en/squads/a2d435b3/2018-2019/Leicester-City-Stats"
"148",2019,"Levante","La Liga","team",26,26.3,45.7,38,418,3420,38,56,39,95,51,5,7,107,7,709,1295,1.47,1.03,2.5,1.34,2.37,53.9,48.4,38.5,86.9,1.42,1.01,2.43,1.27,2.29,"https://fbref.com/en/squads/9800b6a1/2018-2019/Levante-Stats"
"149",2019,"Leverkusen","Bundesliga","team",21,25.3,59.8,34,374,3060,34,68,51,119,64,4,5,50,1,719,1791,2,1.5,3.5,1.88,3.38,58.3,54.4,43.8,98.2,1.71,1.29,3,1.6,2.89,"https://fbref.com/en/squads/c7a9f859/2018-2019/Bayer-Leverkusen-Stats"
"150",2019,"Lille","Ligue 1","team",25,24.1,51.4,38,418,3420,38,66,49,115,55,11,13,70,4,757,1461,1.74,1.29,3.03,1.45,2.74,59.5,49.3,38.7,87.9,1.56,1.02,2.58,1.3,2.31,"https://fbref.com/en/squads/cb188c0c/2018-2019/Lille-Stats"
"151",2019,"Liverpool","Premier League","team",23,26.1,61.8,38,418,3420,38,86,55,141,79,7,7,39,2,857,2008,2.26,1.45,3.71,2.08,3.53,73.7,68.4,49.8,118.2,1.94,1.31,3.25,1.8,3.11,"https://fbref.com/en/squads/822bd0ba/2018-2019/Liverpool-Stats"
"152",2019,"Lyon","Ligue 1","team",25,24.4,60.4,38,418,3420,38,70,54,124,65,5,10,55,3,977,2093,1.84,1.42,3.26,1.71,3.13,73.7,66.1,49,115,1.94,1.29,3.23,1.74,3.03,"https://fbref.com/en/squads/d53c0b06/2018-2019/Lyon-Stats"
"153",2019,"M'Gladbach","Bundesliga","team",22,26.5,53.1,34,374,3060,34,53,43,96,49,4,7,43,0,775,1532,1.56,1.26,2.82,1.44,2.71,52.2,46.7,36.7,83.4,1.54,1.08,2.62,1.37,2.45,"https://fbref.com/en/squads/32f3ee20/2018-2019/Monchengladbach-Stats"
"154",2019,"Mainz 05","Bundesliga","team",28,24.2,46.1,34,374,3060,34,44,30,74,41,3,3,56,0,624,1261,1.29,0.88,2.18,1.21,2.09,51.2,48.8,37.5,86.3,1.51,1.1,2.61,1.44,2.54,"https://fbref.com/en/squads/a224b06a/2018-2019/Mainz-05-Stats"
"155",2019,"Manchester City","Premier League","team",21,26.7,67.9,38,418,3420,38,91,71,162,88,3,4,44,1,1325,2429,2.39,1.87,4.26,2.32,4.18,84.3,81.3,65.5,146.7,2.22,1.72,3.94,2.14,3.86,"https://fbref.com/en/squads/b8fd03ef/2018-2019/Manchester-City-Stats"
"156",2019,"Manchester Utd","Premier League","team",28,26.3,54.7,38,418,3420,38,65,40,105,56,9,12,75,4,801,1668,1.71,1.05,2.76,1.47,2.53,61.4,52,39.6,91.6,1.62,1.04,2.66,1.37,2.41,"https://fbref.com/en/squads/19538871/2018-2019/Manchester-United-Stats"
"157",2019,"Marseille","Ligue 1","team",24,26.9,55.2,38,418,3420,38,59,45,104,55,4,5,82,8,809,1474,1.55,1.18,2.74,1.45,2.63,52.7,48.9,38.5,87.4,1.39,1.01,2.4,1.29,2.3,"https://fbref.com/en/squads/5725cc7b/2018-2019/Marseille-Stats"
"158",2019,"Milan","Serie A","team",23,24.8,54.1,38,418,3420,38,51,35,86,48,3,4,80,5,821,1759,1.34,0.92,2.26,1.26,2.18,48.8,45.7,35.6,81.3,1.28,0.94,2.22,1.2,2.14,"https://fbref.com/en/squads/dc56fe14/2018-2019/Milan-Stats"
"159",2019,"Monaco","Ligue 1","team",42,25.6,49.8,38,418,3420,38,38,25,63,34,4,5,91,6,773,1624,1,0.66,1.66,0.89,1.55,47.4,43.5,31.4,74.9,1.25,0.83,2.07,1.14,1.97,"https://fbref.com/en/squads/fd6114db/2018-2019/Monaco-Stats"
"160",2019,"Montpellier","Ligue 1","team",25,28,48,38,418,3420,38,50,28,78,47,3,3,60,4,601,1497,1.32,0.74,2.05,1.24,1.97,50.1,47.7,35.1,82.8,1.32,0.92,2.24,1.26,2.18,"https://fbref.com/en/squads/281b0e73/2018-2019/Montpellier-Stats"
"161",2019,"Nantes","Ligue 1","team",33,25.9,50.1,38,418,3420,38,46,28,74,40,6,8,72,6,656,1472,1.21,0.74,1.95,1.05,1.79,49.1,42.8,30.6,73.3,1.29,0.8,2.1,1.13,1.93,"https://fbref.com/en/squads/d7a486cd/2018-2019/Nantes-Stats"
"162",2019,"Napoli","Serie A","team",26,27,59.1,38,418,3420,38,73,54,127,70,3,4,72,5,934,2089,1.92,1.42,3.34,1.84,3.26,61.8,58.8,49.4,108.2,1.63,1.3,2.93,1.55,2.85,"https://fbref.com/en/squads/d48ad4ff/2018-2019/Napoli-Stats"
"163",2019,"Newcastle Utd","Premier League","team",24,26.9,40.4,38,418,3420,38,41,33,74,40,1,3,57,2,467,985,1.08,0.87,1.95,1.05,1.92,39.1,36.7,27.4,64.1,1.03,0.72,1.75,0.97,1.69,"https://fbref.com/en/squads/b2b47a98/2018-2019/Newcastle-United-Stats"
"164",2019,"Nice","Ligue 1","team",30,24.2,54.8,38,418,3420,38,28,18,46,23,5,9,72,5,740,1537,0.74,0.47,1.21,0.61,1.08,46.3,39.2,30.8,70.1,1.22,0.81,2.03,1.03,1.84,"https://fbref.com/en/squads/132ebc33/2018-2019/Nice-Stats"
"165",2019,"Nîmes","Ligue 1","team",23,24.1,45.7,38,418,3420,38,55,37,92,51,4,6,69,5,717,1229,1.45,0.97,2.42,1.34,2.32,50,45.3,34.1,79.4,1.32,0.9,2.21,1.19,2.09,"https://fbref.com/en/squads/1cbf5f9e/2018-2019/Nimes-Stats"
"166",2019,"Nürnberg","Bundesliga","team",27,24.9,42.4,34,374,3060,34,25,16,41,23,2,6,58,4,483,989,0.74,0.47,1.21,0.68,1.15,35.7,30.9,21.1,52,1.05,0.62,1.67,0.91,1.53,"https://fbref.com/en/squads/6f2c108c/2018-2019/Nurnberg-Stats"
"167",2019,"Paris S-G","Ligue 1","team",30,26.2,63.7,38,418,3420,38,103,72,175,93,10,12,64,4,993,2207,2.71,1.89,4.61,2.45,4.34,88.9,79.5,63.1,142.6,2.34,1.66,4,2.09,3.75,"https://fbref.com/en/squads/e2d8892c/2018-2019/Paris-Saint-Germain-Stats"
"168",2019,"Parma","Serie A","team",31,29.4,37.7,38,418,3420,38,40,22,62,36,4,5,82,3,487,990,1.05,0.58,1.63,0.95,1.53,40.2,36.3,26.9,63.1,1.06,0.71,1.77,0.95,1.66,"https://fbref.com/en/squads/eab4234c/2018-2019/Parma-Stats"
"169",2019,"RB Leipzig","Bundesliga","team",23,24,49.6,34,374,3060,34,63,41,104,58,5,7,61,1,733,1607,1.85,1.21,3.06,1.71,2.91,65.7,60.2,46,106.2,1.93,1.35,3.29,1.77,3.12,"https://fbref.com/en/squads/acbb6a5b/2018-2019/RB-Leipzig-Stats"
"170",2019,"Rayo Vallecano","La Liga","team",29,26.6,48.7,38,418,3420,38,40,24,64,35,5,5,101,8,831,1326,1.05,0.63,1.68,0.92,1.55,48.7,44.8,33,77.7,1.28,0.87,2.15,1.18,2.05,"https://fbref.com/en/squads/98e8af82/2018-2019/Rayo-Vallecano-Stats"
"171",2019,"Real Madrid","La Liga","team",27,27.1,60.1,38,418,3420,38,61,39,100,52,9,9,79,6,1009,2094,1.61,1.03,2.63,1.37,2.39,66.7,60.2,49.9,110.1,1.76,1.31,3.07,1.58,2.9,"https://fbref.com/en/squads/53a2f082/2018-2019/Real-Madrid-Stats"
"172",2019,"Real Sociedad","La Liga","team",30,24.9,51.7,38,418,3420,38,44,27,71,36,8,10,80,4,695,1381,1.16,0.71,1.87,0.95,1.66,49.7,42.2,33,75.2,1.31,0.87,2.18,1.11,1.98,"https://fbref.com/en/squads/e31d1cd9/2018-2019/Real-Sociedad-Stats"
"173",2019,"Reims","Ligue 1","team",27,26.2,43.6,38,418,3420,38,39,27,66,37,2,2,67,2,593,1262,1.03,0.71,1.74,0.97,1.68,38.1,36.5,27.7,64.1,1,0.73,1.73,0.96,1.69,"https://fbref.com/en/squads/7fdd64e0/2018-2019/Reims-Stats"
"174",2019,"Rennes","Ligue 1","team",28,25.7,50.6,38,418,3420,38,52,34,86,45,7,10,68,3,884,1522,1.37,0.89,2.26,1.18,2.08,55.6,47.8,34.4,82.1,1.46,0.9,2.37,1.26,2.16,"https://fbref.com/en/squads/b3072e00/2018-2019/Rennes-Stats"
"175",2019,"Roma","Serie A","team",26,27.5,51.4,38,418,3420,38,65,41,106,59,6,6,88,2,838,1678,1.71,1.08,2.79,1.55,2.63,64.4,59.6,46.2,105.8,1.69,1.22,2.91,1.57,2.78,"https://fbref.com/en/squads/cf74a709/2018-2019/Roma-Stats"
"176",2019,"SPAL","Serie A","team",28,27.8,50.4,38,418,3420,38,44,30,74,37,7,8,112,3,910,1259,1.16,0.79,1.95,0.97,1.76,43.9,37.7,28.2,65.8,1.16,0.74,1.9,0.99,1.73,"https://fbref.com/en/squads/1d2fe027/2018-2019/SPAL-Stats"
