"","Name","Position","index","Squad","Comp","Age","Url","Nation","Starts_Playing","MP_Playing","Min_Playing","Gls","Ast","G_minus_PK","npxG_Expected","xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Sh_Standard","SoT_Standard","G_per_Sh_Standard","G_per_SoT_Standard","npxG_per_Sh_Expected","Att_Total","Cmp_percent_Total","xA","Final_Third","PPA","CrsPA","SCA_SCA","GCA_GCA","TklW_Tackles","Blocks_Blocks","Int","Tkl+Int","Clr","Tkl_Challenges","Tkl_percent_Challenges","Touches_Touches","Att 3rd_Touches","Att_Take","Succ_Take","Succ_percent_Take","Carries_Carries","Final_Third_Carries","CPA_Carries","Fld","Crs","Won_percent_Aerial"
"1221","Konstantinos Mavropanos","Centre-Back",2415,"Stuttgart","Bundesliga",25,"https://fbref.com/en/players/00963611/Konstantinos-Mavropanos","GRE",24,25,2086,0.09,0.04,0.09,0.17,0.04,1.21,4.36,0.47,1.9,0.52,0,0.01,0,59.45,3.56,0.04,3.19,0.47,0.09,1.29,0.13,1.12,1.55,2.59,4.66,3.93,1.16,3.15,74.04,6,1.51,0.65,1.85,38.96,1.04,0.09,0.99,0.22,2.96
"1222","Koray Günter","Centre-Back",1047,"Hellas Verona","Serie A",28,"https://fbref.com/en/players/f1f1f238/Koray-Gunter","GER",11,13,1003,0.09,0,0.09,0.08,0.08,0.63,3.23,0.27,0.81,0.09,0.01,0.09,0.01,37.87,6.86,0.03,2.78,0.09,0.09,1.17,0.09,0.54,2.15,2.69,3.59,4.13,0.36,5.12,49.98,2.6,0.36,0.27,6.73,19.83,0.54,0,0.9,0.27,4.59
"1223","Kostas Stafylidis","Full-Back",399,"Bochum","Bundesliga",29,"https://fbref.com/en/players/861e0116/Kostas-Stafylidis","GRE",10,16,957,0,0.19,0,0.03,0.07,0.85,2.45,1.22,1.13,0.09,0,0,0,36.77,6.61,0.06,2.07,0.47,0.38,1.5,0.28,1.5,1.88,1.6,4.14,2.63,0.94,4.09,48.62,7.62,1.03,0.66,5.98,20.88,0.56,0,1.5,2.16,3.83
"1224","Kostas Tsimikas","Full-Back",1416,"Liverpool","Premier League",26,"https://fbref.com/en/players/f315ca93/Kostas-Tsimikas","GRE",7,16,622,0,0.58,0,0.09,0.22,2.75,3.18,9.98,1.01,0.29,0,0,0.01,70.76,11.07,0.16,2.17,0.87,0.43,3.62,0.58,1.16,1.16,1.01,2.89,1.88,1.3,9.3,82.33,32.7,1.88,0.43,3.34,39.65,1.16,0.72,1.16,9.69,7.23
"1225","Kouadio Koné","Midfield",1484,"M'Gladbach","Bundesliga",21,"https://fbref.com/en/players/86574238/Kouadio-Kone","FRA",26,26,2279,0.04,0.04,0.04,0.04,0.05,1.58,5.53,1.66,0.83,0.43,0,0,0,46.76,3.38,0.04,4.7,0.51,0,2.17,0.16,1.42,1.34,0.99,3.63,0.67,0.91,2.22,60.5,9.83,3.95,1.94,1.94,38.86,1.7,0.16,2.65,0.16,1.75
"1226","Kristian Pedersen","Full-Back",1195,"Köln","Bundesliga",28,"https://fbref.com/en/players/5154b2ba/Kristian-Pedersen","DEN",3,5,267,0,0,0,0.03,0.03,2.02,3.37,0.67,0.34,0,0,NA,0.03,54.27,24.07,0,2.02,0.34,0,0.34,0,1.35,1.01,1.69,3.37,5.73,0,0,67.75,9.78,2.02,0.67,11.22,27.3,0,0,0.34,1.35,24.07
"1227","Kristijan Jakić","Midfield",755,"Eint Frankfurt","Bundesliga",25,"https://fbref.com/en/players/a8ee54ad/Kristijan-Jakic","CRO",17,24,1460,0.06,0,0.06,0.04,0.04,0.99,3.64,1.17,0.49,0.25,0.01,0.02,0.01,58.81,4.79,0.06,2.4,0.49,0.12,1.11,0,1.29,1.97,0.86,2.9,3.02,1.36,3.31,69.6,7.46,0.92,0.49,3.29,35.63,0.8,0.12,0.43,0.62,3.03
"1228","Kristjan Asllani","Midfield",1127,"Inter","Serie A",21,"https://fbref.com/en/players/0fdcef0e/Kristjan-Asllani","ALB",4,15,442,0,0,0,0.08,0.16,1.02,4.89,1.02,1.83,0,0,NA,0.01,72.9,17.8,0.16,4.68,0.81,0,4.07,0.2,0.81,0.41,1.02,2.65,0.61,1.02,16.96,80.23,13.85,0.61,0.2,6.78,51.92,1.63,0.2,0.81,3.87,0
"1229","Kristoffer Ajer","Centre-Back",460,"Brentford","Premier League",25,"https://fbref.com/en/players/a8c0acb7/Kristoffer-Ajer","NOR",9,9,763,0,0,0,0,0,1.18,3.66,1.42,0.12,0,0,NA,0,40.69,8.86,0.01,2.36,0.35,0.12,0.47,0,0.94,0.71,0.83,2.12,2.6,1.06,6.64,48.6,7.55,0.83,0.12,1.69,25.12,0.59,0,0.94,0.71,6.81
"1230","Kristoffer Askildsen","Midfield",1227,"Lecce","Serie A",22,"https://fbref.com/en/players/a69cc629/Kristoffer-Askildsen","NOR",6,19,633,0,0,0,0.06,0.04,1.28,2.99,2.27,1.28,0.43,0,0,0.01,33.41,8.83,0.04,2.7,0.28,0,1.99,0.14,0.43,1.56,1.56,2.56,0.85,0.57,7.11,44.22,12.51,0.85,0.43,7.11,16.92,0.28,0.14,1,2.7,7.31
"1231","Krzysztof Piątek","Forward",2161,"Salernitana","Serie A",27,"https://fbref.com/en/players/17f3620a/Krzysztof-Piatek","POL",19,26,1709,0.16,0.16,0.11,0.37,0.08,1.26,1.53,5.11,2.48,0.95,0,0.01,0.01,23.8,3.58,0.04,1.05,0.53,0,2.37,0.42,0.37,0.63,0.11,0.84,1.63,0.26,1.32,36.23,15.11,0.9,0.42,2.48,18.7,0.63,0.53,1.58,0.63,2.37
"1232","Kurt Zouma","Centre-Back",2738,"West Ham","Premier League",28,"https://fbref.com/en/players/ce4246f5/Kurt-Zouma","FRA",20,21,1746,0.1,0,0.1,0.11,0.01,0.05,1.44,0.05,0.98,0.26,0.01,0.02,0.01,39.28,4.38,0.01,0.82,0.1,0,0.41,0.1,0.21,0.67,0.93,1.39,5.31,0.26,3.22,48.81,1.65,0.15,0.05,1.72,25.21,0.05,0,0.26,0,4.31
"1233","Kyle Walker","Full-Back",1575,"Manchester City","Premier League",32,"https://fbref.com/en/players/86dd77d1/Kyle-Walker","ENG",15,19,1291,0,0,0,0.03,0.01,2.3,7.95,3.63,0.21,0.07,0,0,0.01,90.56,6.03,0.03,8.57,0.42,0.14,1.25,0.14,0.42,0.63,0.63,1.32,0.63,0.21,1.05,94.88,18.61,0.77,0.56,5.07,55.14,1.81,0.14,0.63,1.67,5.31
"1234","Kyle Walker-Peters","Full-Back",2333,"Southampton","Premier League",26,"https://fbref.com/en/players/984a5a64/Kyle-Walker-Peters","ENG",23,24,2020,0.04,0,0.04,0.04,0.04,3.43,3.43,4.23,0.45,0.13,0,0.01,0,45.4,3.39,0.09,2.32,1.07,0.31,1.65,0.09,1.07,1.51,0.89,2.94,1.69,0.8,2.77,57.61,18.36,3.43,1.65,2.14,30.3,2.72,0.53,1.43,1.96,1.74
"1235","Kylian Mbappé","Forward",1928,"Paris S-G","Ligue 1",24,"https://fbref.com/en/players/42fd9c7f/Kylian-Mbappe","FRA",25,27,2188,0.82,0.16,0.74,0.61,0.25,5.55,4.28,14.56,4.48,2.34,0.01,0.01,0.01,42.49,3.34,0.28,2.51,2.55,0.37,4.24,0.7,0.16,0.16,0.16,0.49,0.16,0.12,1.23,55.69,37.27,6.75,2.34,1.43,49.44,4.2,2.96,1.28,1.69,2.4
"1236","Kyliane Dong","attack",2519,"Troyes","Ligue 1",18,"https://fbref.com/en/players/836dc4a8/Kyliane-Dong","FRA",0,3,58,0,0,0,0.16,0,4.66,0,10.86,1.55,0,0,NA,0.09,21.72,77.59,0,0,0,0,0,0,1.55,0,0,3.1,0,1.55,155.17,35.69,24.83,3.1,0,0,24.83,3.1,0,0,3.1,0
"1237","Lago Junior","Winger",1538,"Mallorca","La Liga",32,"https://fbref.com/en/players/360d70f8/Lago-Junior","CIV",0,5,52,0,0,0,0,0,3.46,0,8.65,3.46,1.73,0,0,0.02,31.15,115.44,0,0,0,0,1.73,0,0,0,0,1.73,0,1.73,173.08,46.73,25.96,1.73,1.73,173.08,31.15,3.46,0,1.73,3.46,138.46
"1238","Lars Stindl","Attacking Midfield",1496,"M'Gladbach","Bundesliga",34,"https://fbref.com/en/players/7cd6badb/Lars-Stindl","GER",17,23,1446,0.31,0.37,0.31,0.21,0.25,1.24,3.73,4.17,2.37,0.93,0.01,0.02,0.01,37.34,4.95,0.19,3.36,0.87,0,3.98,0.5,0.62,1.18,0.68,1.93,1.06,0.62,2.6,47.86,14.07,1.18,0.44,2.29,26.2,1.12,0.12,1.93,1.12,1.61
"1239","Lassana Coulibaly","Midfield",2148,"Salernitana","Serie A",27,"https://fbref.com/en/players/85a44ecc/Lassana-Coulibaly","MLI",26,27,2211,0.08,0.08,0.08,0.02,0.05,1.47,3.74,1.99,0.45,0.2,0.01,0.02,0,35.5,3.37,0.04,2.61,0.28,0.04,1.79,0.28,1.47,1.02,0.65,3.22,0.94,0.9,1.69,46.77,8.1,2.89,1.42,2.01,27.31,1.1,0.24,1.38,0.37,1.92
"1240","Lassine Sinayoko","Forward",288,"Auxerre","Ligue 1",23,"https://fbref.com/en/players/5e5249c8/Lassine-Sinayoko","MLI",14,27,1360,0,0.13,0,0.17,0.13,2.91,4.17,8.67,2.25,0.73,0,0,0.01,32.03,4.9,0.08,1.99,1.59,0.4,3.11,0.4,0.93,0.79,0.86,2.91,1.12,1.26,3.7,45.99,20.25,3.57,1.46,2.69,33.95,2.05,1.19,1.32,1.85,2.42
"1241","Laurent Abergel","Midfield",1418,"Lorient","Ligue 1",30,"https://fbref.com/en/players/31626657/Laurent-Abergel","FRA",21,22,1719,0,0.05,0,0.02,0.06,0.42,4.97,0.52,0.47,0.1,0,0,0,52.04,4.57,0.04,4.45,0.37,0,1.26,0.05,2.25,1.62,1.05,4.87,1.52,1.47,2.29,63.87,5.24,1.68,0.89,2.78,48.48,0.89,0,1.15,0.26,1.64
"1242","Lautaro Martínez","Forward",1144,"Inter","Serie A",25,"https://fbref.com/en/players/f7036e1c/Lautaro-Martinez","ARG",24,30,2203,0.57,0.12,0.53,0.51,0.15,1.59,2.9,5.92,4.33,1.63,0,0.01,0,23.29,2.99,0.1,1.43,0.9,0.04,3.15,0.37,0.45,1.14,0.49,1.39,0.49,0.25,1.44,37.5,18.87,2.45,0.86,1.43,21.08,1.14,0.65,2.25,0.49,1.99
"1243","Layvin Kurzawa","Full-Back",959,"Fulham","Premier League",30,"https://fbref.com/en/players/41e7ef1c/Layvin-Kurzawa","FRA",2,3,135,0,0,0,0,0,0.67,1.33,1.33,0,0,NA,NA,NA,27.33,45.53,0,0.67,0.67,0.67,0,0,1.33,0.67,1.33,3.33,2.67,2,66.67,42.67,7.33,2.67,1.33,33.33,19.33,0,0,0,1.33,0
"1244","Lazar Samardzic","Attacking Midfield",2560,"Udinese","Serie A",21,"https://fbref.com/en/players/217c93a1/Lazar-Samardzic","SRB",12,29,1266,0.28,0.21,0.28,0.15,0.21,1.85,5.12,3.06,2.91,1.07,0.01,0.02,0,44.29,5.6,0.16,4.41,1.14,0.28,5.62,0.43,0.85,0.57,0.64,2.35,0.71,0.92,3.08,55.45,21.26,3.55,1.56,3.13,30.92,1.64,0.5,0.71,5.33,2.08
"1245","Lázaro","Winger",50,"Almería","La Liga",21,"https://fbref.com/en/players/86ff856b/Lazaro","BRA",2,12,294,0.31,0,0.31,0.21,0.06,3.67,3.67,9.8,1.53,0.31,0.06,0.31,0.04,36.73,23.2,0.06,4.29,0.61,0.31,3.06,0,0.31,2.14,0.61,1.22,0.31,0.31,7.65,51.12,27.55,4.9,2.76,17.23,33.37,3.37,0.31,1.84,2.14,6.12
"1246","Leander Dendoncker","Midfield",131,"Aston Villa","Premier League",28,"https://fbref.com/en/players/5a7301ae/Leander-Dendoncker","BEL",4,16,475,0,0,0,0.02,0.09,0.19,2.27,0.19,0.38,0,0,NA,0.01,36.76,16.9,0.02,1.89,0,0,1.33,0,1.52,2.08,1.52,4.74,1.33,2.08,11.58,48.51,7.2,0.76,0.38,9.47,21.79,0.76,0,0,0.38,8.85
"1247","Leandro Barreiro Martins","Midfield",1503,"Mainz 05","Bundesliga",23,"https://fbref.com/en/players/00242b75/Leandro-Barreiro-Martins","LUX",20,26,1736,0.1,0.16,0.1,0.13,0.1,0.62,2.44,2.07,1.35,0.62,0,0.01,0.01,24.42,3.47,0.05,1.97,0.21,0.05,1.97,0.41,1.4,1.56,1.76,3.99,1.45,0.78,2.29,36.96,10.16,0.67,0.21,1.6,14.88,0.73,0.1,1.45,0.31,2.63
"1248","Leandro Cabrera","Centre-Back",838,"Espanyol","La Liga",31,"https://fbref.com/en/players/69cbc8b6/Leandro-Cabrera","URU",24,25,2052,0,0,0,0.08,0.04,0.44,2.85,0.22,0.75,0.18,0,0,0,45.39,3.15,0.03,2.68,0.39,0.09,1.05,0.04,0.83,1.32,1.45,3.03,3.99,0.92,2.97,55.79,3.2,0.35,0.26,3.29,26.75,0.26,0.04,0.53,0.35,2.74
"1249","Leandro Paredes","Midfield",1168,"Juventus","Serie A",28,"https://fbref.com/en/players/dff153a4/Leandro-Paredes","ARG",6,19,707,0,0,0,0.05,0.15,0.89,5.6,1.02,1.27,0.13,0,0,0.01,66.58,11.18,0.19,5.35,1.15,0.25,3.69,0.38,1.27,0.64,1.53,3.56,2.16,1.02,6.36,74.98,13.49,0.64,0.38,7.64,37.55,0.51,0.25,0.89,3.95,8.49
"1250","Leandro Sanca","Winger",2361,"Spezia","Serie A",23,"https://fbref.com/en/players/4295f19c/Leandro-Sanca","POR",0,4,32,0,0,0,0,0,2.81,0,8.44,0,0,NA,NA,NA,33.75,210.94,0,0,0,0,0,0,2.81,0,0,2.81,0,2.81,281.25,47.81,30.94,14.06,8.44,168.75,28.12,2.81,0,0,5.62,0
"1251","Leandro Trossard","Winger",116,"Arsenal","Premier League",28,"https://fbref.com/en/players/38ceb24a/Leandro-Trossard","BEL",7,13,578,0.16,1.09,0.16,0.22,0.56,4.05,5.61,12.15,1.56,0.47,0.02,0.05,0.02,45.78,11.91,0.36,1.71,2.8,0.47,3.27,0.93,0.78,1.71,0.62,1.71,0,0.62,6.91,55.12,33.32,2.96,2.02,10.65,38.15,1.87,0.93,1.4,5.76,0
"1252","Lebo Mothiba","Forward",2386,"Strasbourg","Ligue 1",27,"https://fbref.com/en/players/3eaf8817/Lebo-Mothiba","RSA",3,18,429,0.63,0,0.63,0.23,0.02,1.47,1.47,6.08,1.89,0.84,0.07,0.16,0.03,20.14,15.94,0.02,1.05,0.21,0,1.26,0.21,0,1.26,0,0.21,0.84,0,0,32.1,14.69,1.89,0.63,6.99,22.24,0.63,0.42,2.31,0.84,6.57
"1253","Lee Buchanan","Full-Back",2692,"Werder Bremen","Bundesliga",22,"https://fbref.com/en/players/45e95f21/Lee-Buchanan","ENG",1,17,357,0.25,0,0.25,0.05,0.13,2.02,4.79,4.54,1.01,0.25,0.06,0.25,0.02,48.4,17.07,0.13,3.53,1.01,0.25,1.01,0,1.76,1.01,2.02,4.54,3.03,1.51,18.91,64.03,18.4,1.51,0,0,33.03,1.01,0,1.26,4.29,12.61
"1254","Lee Jae-sung","Attacking Midfield",1516,"Mainz 05","Bundesliga",30,"https://fbref.com/en/players/34b0387f/Lee-Jae-sung","KOR",19,28,1540,0.41,0.23,0.41,0.21,0.12,1.46,3.33,5.03,1.75,0.82,0.01,0.03,0.01,38.1,4.14,0.16,2.34,1.23,0.23,2.69,0.53,0.82,1.58,0.7,2.51,0.82,0.7,2.42,50.14,18.29,1.81,1.23,3.96,26.71,1.17,0.35,1.23,1.52,2.73
"1255","Lee Kangin","Attacking Midfield",1540,"Mallorca","La Liga",22,"https://fbref.com/en/players/8455ad90/Lee-Kangin","KOR",26,28,2199,0.12,0.16,0.12,0.14,0.16,2.91,3.23,4.34,1.51,0.41,0,0.01,0,34.38,2.91,0.16,2.58,0.98,0.37,3.68,0.45,0.78,0.86,0.29,1.64,0.16,0.53,1.13,44.49,18.09,3.85,2.41,2.57,26.28,1.8,0.25,1.84,6.06,1.04
"1256","Lennart Grill","Goalkeeper",2574,"Union Berlin","Bundesliga",24,"https://fbref.com/en/players/37998008/Lennart-Grill","GER",5,5,450,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,42.8,13.74,0,2,0,0,0.2,0,0,0,0,0,0.2,0,0,45,0,0,0,NA,30,0,0,0,0,20
"1257","Léo Baptistão","Forward",36,"Almería","La Liga",30,"https://fbref.com/en/players/35f6db55/Leo-Baptistao","BRA",20,24,1448,0.25,0.06,0.25,0.22,0.07,1.99,2.55,4.29,2.3,0.75,0.01,0.02,0.01,26.98,4.21,0.06,1.43,0.68,0.19,2.73,0.19,1.06,0.75,1.06,2.67,0.68,0.68,2.53,39.53,13.24,1.86,0.75,2.49,23.06,1.55,0.5,1.06,0.81,2.3
"1258","Léo Leroy","Midfield",1703,"Montpellier","Ligue 1",23,"https://fbref.com/en/players/fcc84a07/Leo-Leroy","FRA",11,21,923,0,0,0,0.08,0.08,1.07,4.68,1.56,1.17,0.29,0,0,0.01,41.54,7.25,0.09,2.63,0.88,0.2,2.15,0.59,3.12,1.95,0.88,5.17,0.49,2.73,6.07,54.21,9.75,2.34,0.88,3.66,36.66,1.46,0.2,1.27,0.98,5.49
"1259","Leo Skiri Østigård","Centre-Back",1797,"Napoli","Serie A",23,"https://fbref.com/en/players/b35a7399/Leo-Skiri-Ostigard","NOR",2,5,239,0,0,0,0,0,1.13,3.39,0.38,0.75,0,0,NA,0,77.57,32.16,0,5.27,0,0,0.75,0,0.38,0,1.51,3.01,3.77,0.38,37.66,88.49,4.14,0,0,NA,56.86,1.13,0,1.51,0,34.08
"1260","Leon Bailey","Winger",124,"Aston Villa","Premier League",25,"https://fbref.com/en/players/3a233281/Leon-Bailey","JAM",23,29,1735,0.21,0.16,0.21,0.25,0.19,3.94,1.35,8.61,2.39,0.67,0,0.02,0.01,25.68,3.24,0.21,0.93,0.99,0.73,2.65,0.26,0.26,0.62,0.26,0.83,0.52,0.16,1.04,37.76,21.63,4.93,1.76,1.86,24.22,1.5,1.71,0.78,4.51,1.81
"1261","Leon Goretzka","Midfield",324,"Bayern Munich","Bundesliga",28,"https://fbref.com/en/players/cc86b9a3/Leon-Goretzka","GER",19,22,1490,0.18,0.12,0.18,0.28,0.14,2.17,5.98,3.02,2.23,0.72,0,0.02,0.01,51.04,4.92,0.14,3.99,1.03,0,2.78,0.36,1.33,2.17,1.51,3.74,1.69,1.39,3.39,64.57,15.95,0.91,0.54,3.62,32.32,1.51,0.36,0.79,0.48,3.94
"1262","Leonardo Balerdi","Centre-Back",1604,"Marseille","Ligue 1",24,"https://fbref.com/en/players/7c3ed041/Leonardo-Balerdi","ARG",25,28,2153,0,0.04,0,0.03,0,0.5,3.14,0.71,0.33,0,0,NA,0,55.01,3.53,0.01,3.51,0.08,0.04,0.38,0.04,1.13,1.71,2.01,3.76,3.09,0.92,2.79,65.88,3.97,0.54,0.33,2.57,47.57,0.67,0,0.63,0.25,2.34
"1263","Leonardo Bittencourt","Attacking Midfield",2691,"Werder Bremen","Bundesliga",29,"https://fbref.com/en/players/dc62fbee/Leonardo-Bittencourt","GER",16,19,1196,0.15,0.15,0.15,0.06,0.17,3.01,3.91,5.57,1.28,0.53,0.01,0.02,0,46.35,5.43,0.13,2.86,1.35,0.23,2.11,0.23,1.35,0.75,0.68,3.01,0.68,0.9,3.23,59,18.51,3.84,1.66,3.24,36.5,2.86,0.3,2.41,2.93,2.29
"1264","Leonardo Bonucci","Centre-Back",1152,"Juventus","Serie A",35,"https://fbref.com/en/players/52ec54d0/Leonardo-Bonucci","ITA",7,13,692,0.13,0,0.13,0.01,0.03,0.26,3.12,0.13,0.26,0.13,0.07,0.13,0.01,57.1,11.26,0.03,3.64,0.39,0,1.04,0.13,0.52,1.3,1.17,1.82,3.12,0.26,6.5,64.9,0.91,0.13,0.13,13.01,38.11,0.26,0,0.65,0,4.93
"1265","Leonardo César Jardim","Goalkeeper",1370,"Lille","Ligue 1",28,"https://fbref.com/en/players/f5dfc256/Leonardo-Cesar-Jardim","BRA",6,6,540,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA
"1266","Leonardo Sernicola","Full-Back",650,"Cremonese","Serie A",25,"https://fbref.com/en/players/dd7febd8/Leonardo-Sernicola","ITA",22,25,1895,0.09,0.09,0.09,0.06,0.09,2.56,2.61,3.89,1.19,0.24,0,0.02,0,38.23,3.09,0.08,2.09,1.23,0.9,2.28,0.14,1.23,0.81,1.38,3.13,1.95,1.09,3.21,48.68,16.77,2.28,0.95,1.98,23.6,1.95,0.19,1.8,5.08,2.66
"1267","Leonardo Spinazzola","Full-Back",2135,"Roma","Serie A",30,"https://fbref.com/en/players/3626daea/Leonardo-Spinazzola","ITA",16,21,1408,0.06,0.26,0.06,0.06,0.09,5.37,3,4.73,0.58,0.38,0.01,0.01,0.01,52.16,4.87,0.08,1.6,1.34,0.58,2.56,0.45,0.51,0.77,0.51,1.41,1.6,0.51,2.44,61.81,16.24,3.32,1.53,2.95,36.31,2.56,1.47,0.83,2.81,3.38
"1268","Leroy Sané","Winger",338,"Bayern Munich","Bundesliga",27,"https://fbref.com/en/players/2b114be3/Leroy-Sane","GER",18,26,1725,0.37,0.26,0.37,0.37,0.19,3.23,6.21,8.82,3.5,1.36,0.01,0.01,0.01,50.66,4.25,0.23,2.77,2.09,0,4.33,0.68,1.25,0.57,0.16,1.77,0.05,0.73,2.61,64.17,31.36,6.26,3.65,3.04,43.2,2.97,1.3,1.04,0.52,2.9
"1269","Levi Colwill","Centre-Back",518,"Brighton","Premier League",20,"https://fbref.com/en/players/700783e7/Levi-Colwill","ENG",8,10,711,0,0,0,0.05,0.01,1.39,4.43,0.38,0.38,0,0,NA,0.02,82.78,11.2,0.03,5.06,0.38,0,1.01,0.13,0.25,0.38,1.01,1.27,2.41,0.13,3.16,88.61,4.05,0,0,NA,57.59,0.76,0,0.89,0,10.2
"1270","Levin Öztunalı","Midfield",2585,"Union Berlin","Bundesliga",27,"https://fbref.com/en/players/66385c46/Levin-Oztunali","GER",0,2,9,0,10,0,0,2,10,10,0,0,0,NA,NA,NA,10,1000,1,0,10,0,10,10,0,0,0,0,0,0,0,20,10,0,0,NA,10,10,0,0,0,0
"1271","Lewis Brunt",NA,1288,"Leicester City","Premier League",22,"https://fbref.com/en/players/a2081c6b/Lewis-Brunt","ENG",0,1,23,0,0,0,0,0,0,0,7.83,0,0,NA,NA,NA,82.17,316.96,0,0,0,0,0,0,0,0,0,0,7.83,0,NA,90,11.74,0,0,NA,35.22,0,0,3.91,0,NA
"1272","Lewis Cook","Midfield",434,"Bournemouth","Premier League",26,"https://fbref.com/en/players/2afc7272/Lewis-Cook","ENG",17,23,1554,0,0.12,0,0.01,0.13,0.52,3.24,0.46,0.29,0,0,NA,0,38.69,4.53,0.12,2.95,0.64,0.46,1.97,0.23,1.27,1.45,1.22,3.3,1.51,0.98,2.81,48.13,9.56,1.04,0.41,2.25,21.31,0.87,0.06,0.52,2.2,2.54
"1273","Lewis Dunk","Centre-Back",519,"Brighton","Premier League",31,"https://fbref.com/en/players/282f75f3/Lewis-Dunk","ENG",29,29,2609,0.03,0,0.03,0.06,0.02,0.45,4.11,0.03,0.69,0.1,0,0.01,0,86.65,3.11,0.02,4.9,0.21,0.03,0.76,0.07,0.48,0.93,0.93,1.72,2.35,0.38,1.65,93.42,2.41,0.1,0.07,2.3,61.51,0.38,0,0.69,0.07,2.01
"1274","Lewis O'Brien","Midfield",1885,"Nott'ham Forest","Premier League",24,"https://fbref.com/en/players/089667a5/Lewis-OBrien","ENG",6,13,584,0.15,0,0.15,0.05,0.03,2,3.24,0.46,1.08,0.31,0.02,0.08,0.01,32.98,11.96,0.03,2.93,0.46,0,3.24,0,1.39,2,0.77,3.24,1.39,0.92,7.71,45.77,10.94,2.62,1.08,6.35,24.2,1.39,0.31,2.31,0.62,3.85
"1275","Liam Cooper","Centre-Back",1260,"Leeds United","Premier League",31,"https://fbref.com/en/players/dc64b8b3/Liam-Cooper","SCO",12,14,1123,0.08,0,0.08,0.08,0.04,0.08,2.08,0.08,0.72,0.16,0.01,0.04,0.01,49.45,6.32,0.02,2.32,0,0,0.96,0.24,1.6,0.64,2.08,4.33,3.37,1.2,5.23,60.35,2.32,0.24,0.08,2.67,28.93,0.16,0,0.64,0,5.05
"1276","Liam Henderson","Midfield",820,"Empoli","Serie A",26,"https://fbref.com/en/players/d7918b13/Liam-Henderson","SCO",9,19,796,0,0.11,0,0.03,0.14,1.02,3.17,2.71,1.02,0.57,0,0,0,46.58,9.25,0.09,2.37,1.13,1.02,3.17,0.11,0.9,0.9,1.02,2.04,0.9,0.45,2.39,54.05,11.19,0.57,0,0,32.79,0.79,0,0.79,2.37,4.12
"1277","Liberato Cacace","Full-Back",809,"Empoli","Serie A",22,"https://fbref.com/en/players/dd86e8e4/Liberato-Cacace","NZL",3,9,400,0,0,0,0.04,0.04,4.5,7.2,5.62,0.9,0,0,NA,0.01,62.77,17.91,0.02,4.05,0.22,0.22,3.15,0.22,1.58,2.25,0.9,5.18,2.48,1.8,15.01,79.65,19.8,2.93,1.12,8.66,39.15,3.15,0.9,0.67,4.05,5.11
"1278","Lilian Brassier","Centre-Back",490,"Brest","Ligue 1",23,"https://fbref.com/en/players/5b146df3/Lilian-Brassier","FRA",28,29,2463,0,0,0,0.02,0.03,0.73,3.22,1.06,0.51,0.04,0,0,0,46.85,2.78,0.04,2.7,0.44,0.26,0.84,0.04,0.66,1.32,1.68,2.78,4.2,0.58,2.34,57.3,5.7,0.95,0.4,1.55,37.93,0.66,0,0.44,1.1,2.06
"1279","Lilian Egloff","Attacking Midfield",2404,"Stuttgart","Bundesliga",20,"https://fbref.com/en/players/2f7fec15/Lilian-Egloff","GER",2,10,241,0,0,0,0.15,0.15,2.99,2.61,8.22,2.99,0,0,NA,0.01,27.26,21.47,0.3,1.12,1.12,0,3.73,0.75,3.73,0.75,0.37,4.85,0.37,1.49,24.91,42.2,21.66,1.87,1.12,22.41,23.15,1.12,1.12,1.87,0.75,16.02
"1280","Linton Maina","Winger",1192,"Köln","Bundesliga",23,"https://fbref.com/en/players/e5d85da8/Linton-Maina","GER",21,27,1770,0.15,0.25,0.15,0.22,0.23,3.46,2.54,7.07,1.58,0.61,0.01,0.01,0.01,27.15,3.4,0.18,1.32,0.97,0.36,2.9,0.36,0.51,0.71,0.25,0.97,0.36,0.36,1.23,37.32,20.9,2.49,0.92,1.87,23.69,1.88,1.37,0.97,3.76,0.25
"1281","Lionel Messi","Winger",1930,"Paris S-G","Ligue 1",35,"https://fbref.com/en/players/d70ce98e/Lionel-Messi","ARG",26,26,2297,0.59,0.55,0.59,0.55,0.42,3.92,9.52,7.44,4.31,1.88,0.01,0.01,0.01,65.2,3.13,0.51,7.21,4.04,0.08,6.39,1.18,0.67,0.35,0.04,0.94,0,0.35,1.53,76.95,37.22,6.07,3.37,2.17,65.98,4.23,1.49,1.29,2.74,0.98
"1282","Lisandro Magallán","Centre-Back",791,"Elche","La Liga",29,"https://fbref.com/en/players/01a49bd2/Lisandro-Magallan","ARG",5,7,404,0,0,0,0,0.02,0,1.56,0,0.22,0.22,0,0,0,23.61,16.4,0.04,2,0.22,0.22,0.89,0,0.89,1.78,1.11,3.34,2.23,1.56,17.33,32.08,1.78,0.22,0.22,22.28,14.26,0.22,0,0.67,0.22,12.99
